Código;Reservatório;Cota;Capacidade;Volume;VolumePercentual;DataInformacao;
12172;EPITÁCIO PESSOA;;411,69;334,67;81,29;08/10/2010;
12172;EPITÁCIO PESSOA;;411,69;335,01;81,38;07/10/2010;
12172;EPITÁCIO PESSOA;;411,69;335,35;81,46;06/10/2010;
12172;EPITÁCIO PESSOA;;411,69;335,69;81,54;05/10/2010;
12172;EPITÁCIO PESSOA;;411,69;336,03;81,62;04/10/2010;
12172;EPITÁCIO PESSOA;;411,69;336,37;81,71;03/10/2010;
12172;EPITÁCIO PESSOA;;411,69;336,71;81,79;02/10/2010;
12172;EPITÁCIO PESSOA;;411,69;337,05;81,87;01/10/2010;
12172;EPITÁCIO PESSOA;375,85;411,69;337,39;81,95;30/09/2010;
12172;EPITÁCIO PESSOA;;411,69;337,73;82,04;29/09/2010;
12172;EPITÁCIO PESSOA;;411,69;338,07;82,12;28/09/2010;
12172;EPITÁCIO PESSOA;;411,69;338,41;82,20;27/09/2010;
12172;EPITÁCIO PESSOA;;411,69;338,75;82,28;26/09/2010;
12172;EPITÁCIO PESSOA;;411,69;339,10;82,37;25/09/2010;
12172;EPITÁCIO PESSOA;;411,69;339,44;82,45;24/09/2010;
12172;EPITÁCIO PESSOA;;411,69;339,78;82,53;23/09/2010;
12172;EPITÁCIO PESSOA;;411,69;340,12;82,61;22/09/2010;
12172;EPITÁCIO PESSOA;;411,69;340,46;82,70;21/09/2010;
12172;EPITÁCIO PESSOA;;411,69;340,80;82,78;20/09/2010;
12172;EPITÁCIO PESSOA;;411,69;341,14;82,86;19/09/2010;
12172;EPITÁCIO PESSOA;;411,69;341,48;82,94;18/09/2010;
12172;EPITÁCIO PESSOA;;411,69;341,82;83,03;17/09/2010;
12172;EPITÁCIO PESSOA;;411,69;342,50;83,19;16/09/2010;
12172;EPITÁCIO PESSOA;;411,69;342,85;83,28;15/09/2010;
12172;EPITÁCIO PESSOA;;411,69;342,85;83,28;14/09/2010;
12172;EPITÁCIO PESSOA;;411,69;343,20;83,36;13/09/2010;
12172;EPITÁCIO PESSOA;;411,69;343,56;83,45;12/09/2010;
12172;EPITÁCIO PESSOA;;411,69;343,91;83,54;11/09/2010;
12172;EPITÁCIO PESSOA;;411,69;344,26;83,62;10/09/2010;
12172;EPITÁCIO PESSOA;;411,69;344,26;83,62;09/09/2010;
12172;EPITÁCIO PESSOA;;411,69;344,62;83,71;08/09/2010;
12172;EPITÁCIO PESSOA;;411,69;344,97;83,79;07/09/2010;
12172;EPITÁCIO PESSOA;;411,69;345,32;83,88;06/09/2010;
12172;EPITÁCIO PESSOA;;411,69;345,68;83,97;05/09/2010;
12172;EPITÁCIO PESSOA;;411,69;346,03;84,05;04/09/2010;
12172;EPITÁCIO PESSOA;;411,69;346,38;84,14;03/09/2010;
12172;EPITÁCIO PESSOA;;411,69;346,74;84,22;02/09/2010;
12172;EPITÁCIO PESSOA;;411,69;347,09;84,31;01/09/2010;
12172;EPITÁCIO PESSOA;376,14;411,69;347,44;84,39;31/08/2010;
12172;EPITÁCIO PESSOA;;411,69;347,80;84,48;30/08/2010;
12172;EPITÁCIO PESSOA;;411,69;347,80;84,48;29/08/2010;
12172;EPITÁCIO PESSOA;;411,69;348,15;84,57;28/08/2010;
12172;EPITÁCIO PESSOA;;411,69;348,51;84,65;27/08/2010;
12172;EPITÁCIO PESSOA;;411,69;348,86;84,74;26/08/2010;
12172;EPITÁCIO PESSOA;;411,69;349,21;84,82;25/08/2010;
12172;EPITÁCIO PESSOA;;411,69;349,57;84,91;24/08/2010;
12172;EPITÁCIO PESSOA;;411,69;349,92;85,00;23/08/2010;
12172;EPITÁCIO PESSOA;;411,69;349,92;85,00;22/08/2010;
12172;EPITÁCIO PESSOA;;411,69;350,27;85,08;21/08/2010;
12172;EPITÁCIO PESSOA;;411,69;350,27;85,08;20/08/2010;
12172;EPITÁCIO PESSOA;;411,69;350,98;85,25;19/08/2010;
12172;EPITÁCIO PESSOA;;411,69;351,33;85,34;18/08/2010;
12172;EPITÁCIO PESSOA;;411,69;351,33;85,34;17/08/2010;
12172;EPITÁCIO PESSOA;;411,69;351,69;85,43;16/08/2010;
12172;EPITÁCIO PESSOA;;411,69;352,04;85,51;15/08/2010;
12172;EPITÁCIO PESSOA;;411,69;352,39;85,60;14/08/2010;
12172;EPITÁCIO PESSOA;;411,69;352,75;85,68;13/08/2010;
12172;EPITÁCIO PESSOA;;411,69;353,10;85,77;12/08/2010;
12172;EPITÁCIO PESSOA;;411,69;353,45;85,85;11/08/2010;
12172;EPITÁCIO PESSOA;;411,69;353,81;85,94;10/08/2010;
12172;EPITÁCIO PESSOA;;411,69;353,81;85,94;09/08/2010;
12172;EPITÁCIO PESSOA;;411,69;354,16;86,03;08/08/2010;
12172;EPITÁCIO PESSOA;;411,69;354,16;86,03;07/08/2010;
12172;EPITÁCIO PESSOA;;411,69;354,52;86,11;06/08/2010;
12172;EPITÁCIO PESSOA;;411,69;354,52;86,11;05/08/2010;
12172;EPITÁCIO PESSOA;;411,69;354,87;86,20;04/08/2010;
12172;EPITÁCIO PESSOA;;411,69;355,22;86,28;03/08/2010;
12172;EPITÁCIO PESSOA;;411,69;355,58;86,37;02/08/2010;
12172;EPITÁCIO PESSOA;;411,69;355,58;86,37;01/08/2010;
12172;EPITÁCIO PESSOA;376,38;411,69;355,93;86,46;31/07/2010;
12172;EPITÁCIO PESSOA;;411,69;356,28;86,54;30/07/2010;
12172;EPITÁCIO PESSOA;;411,69;356,28;86,54;29/07/2010;
12172;EPITÁCIO PESSOA;;411,69;356,64;86,63;28/07/2010;
12172;EPITÁCIO PESSOA;;411,69;356,99;86,71;27/07/2010;
12172;EPITÁCIO PESSOA;;411,69;357,34;86,80;26/07/2010;
12172;EPITÁCIO PESSOA;;411,69;357,70;86,88;25/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,05;86,97;24/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,40;87,06;23/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,05;86,97;22/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,05;86,97;21/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,40;87,06;20/07/2010;
12172;EPITÁCIO PESSOA;;411,69;358,76;87,14;19/07/2010;
12172;EPITÁCIO PESSOA;;411,69;359,11;87,23;18/07/2010;
12172;EPITÁCIO PESSOA;;411,69;359,46;87,31;17/07/2010;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;16/07/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;15/07/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;14/07/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;13/07/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;12/07/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;11/07/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;10/07/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;09/07/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;08/07/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;07/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;06/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;05/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;04/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;03/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;02/07/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;01/07/2010;
12172;EPITÁCIO PESSOA;376,57;411,69;362,65;88,09;30/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;29/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;28/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;27/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;26/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;25/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;24/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;23/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;22/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;21/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;20/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;19/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;18/06/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;17/06/2010;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;16/06/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;15/06/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;14/06/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;13/06/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;12/06/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;11/06/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;10/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;09/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;08/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;07/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;06/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;05/06/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;04/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;03/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;02/06/2010;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;01/06/2010;
12172;EPITÁCIO PESSOA;376,61;411,69;364,06;88,43;31/05/2010;
12172;EPITÁCIO PESSOA;;411,69;364,41;88,52;30/05/2010;
12172;EPITÁCIO PESSOA;;411,69;364,77;88,60;29/05/2010;
12172;EPITÁCIO PESSOA;;411,69;365,12;88,69;28/05/2010;
12172;EPITÁCIO PESSOA;;411,69;365,47;88,77;27/05/2010;
12172;EPITÁCIO PESSOA;;411,69;365,83;88,86;26/05/2010;
12172;EPITÁCIO PESSOA;;411,69;366,18;88,95;25/05/2010;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;24/05/2010;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;23/05/2010;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;22/05/2010;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;21/05/2010;
12172;EPITÁCIO PESSOA;;411,69;367,59;89,29;20/05/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;19/05/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;18/05/2010;
12172;EPITÁCIO PESSOA;;411,69;368,66;89,55;17/05/2010;
12172;EPITÁCIO PESSOA;;411,69;369,01;89,63;16/05/2010;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;15/05/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;14/05/2010;
12172;EPITÁCIO PESSOA;;411,69;370,07;89,89;13/05/2010;
12172;EPITÁCIO PESSOA;;411,69;370,07;89,89;12/05/2010;
12172;EPITÁCIO PESSOA;;411,69;370,42;89,98;11/05/2010;
12172;EPITÁCIO PESSOA;;411,69;370,78;90,06;10/05/2010;
12172;EPITÁCIO PESSOA;;411,69;371,13;90,15;09/05/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;08/05/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;07/05/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;06/05/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;05/05/2010;
12172;EPITÁCIO PESSOA;;411,69;370,78;90,06;04/05/2010;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;03/05/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;02/05/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;01/05/2010;
12172;EPITÁCIO PESSOA;376,52;411,69;360,88;87,66;30/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;29/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;28/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;27/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;26/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;25/04/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;24/04/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;23/04/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;22/04/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;21/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;20/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;19/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;18/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;17/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;16/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;15/04/2010;
12172;EPITÁCIO PESSOA;;411,69;364,06;88,43;14/04/2010;
12172;EPITÁCIO PESSOA;;411,69;364,06;88,43;13/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;12/04/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;11/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;10/04/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;09/04/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;08/04/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;07/04/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;06/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;05/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;04/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;03/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;02/04/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;01/04/2010;
12172;EPITÁCIO PESSOA;376,55;411,69;361,94;87,92;31/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;30/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;29/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;28/03/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;27/03/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;26/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;25/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;24/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;23/03/2010;
12172;EPITÁCIO PESSOA;;411,69;358,40;87,06;22/03/2010;
12172;EPITÁCIO PESSOA;;411,69;357,70;86,88;21/03/2010;
12172;EPITÁCIO PESSOA;;411,69;355,58;86,37;20/03/2010;
12172;EPITÁCIO PESSOA;;411,69;355,58;86,37;19/03/2010;
12172;EPITÁCIO PESSOA;;411,69;355,93;86,46;18/03/2010;
12172;EPITÁCIO PESSOA;;411,69;356,28;86,54;17/03/2010;
12172;EPITÁCIO PESSOA;;411,69;356,64;86,63;16/03/2010;
12172;EPITÁCIO PESSOA;;411,69;356,99;86,71;15/03/2010;
12172;EPITÁCIO PESSOA;;411,69;357,34;86,80;14/03/2010;
12172;EPITÁCIO PESSOA;;411,69;358,05;86,97;13/03/2010;
12172;EPITÁCIO PESSOA;;411,69;358,40;87,06;12/03/2010;
12172;EPITÁCIO PESSOA;;411,69;358,76;87,14;11/03/2010;
12172;EPITÁCIO PESSOA;;411,69;359,46;87,31;10/03/2010;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;09/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;08/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;07/03/2010;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;06/03/2010;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;05/03/2010;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;04/03/2010;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;03/03/2010;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;02/03/2010;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;01/03/2010;
12172;EPITÁCIO PESSOA;376,59;411,69;363,35;88,26;28/02/2010;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;27/02/2010;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;26/02/2010;
12172;EPITÁCIO PESSOA;;411,69;364,06;88,43;25/02/2010;
12172;EPITÁCIO PESSOA;;411,69;364,41;88,52;24/02/2010;
12172;EPITÁCIO PESSOA;;411,69;364,77;88,60;23/02/2010;
12172;EPITÁCIO PESSOA;;411,69;365,12;88,69;22/02/2010;
12172;EPITÁCIO PESSOA;;411,69;365,47;88,77;21/02/2010;
12172;EPITÁCIO PESSOA;;411,69;365,83;88,86;20/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,18;88,95;19/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;18/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;17/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;16/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,59;89,29;15/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;14/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;13/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;12/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;11/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;10/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;09/02/2010;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;08/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,59;89,29;07/02/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;06/02/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;05/02/2010;
12172;EPITÁCIO PESSOA;;411,69;368,66;89,55;04/02/2010;
12172;EPITÁCIO PESSOA;;411,69;369,01;89,63;03/02/2010;
12172;EPITÁCIO PESSOA;;411,69;369,01;89,63;02/02/2010;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;01/02/2010;
12172;EPITÁCIO PESSOA;376,77;411,69;369,72;89,80;31/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,07;89,89;30/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,42;89,98;29/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,42;89,98;28/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,78;90,06;27/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,01;89,63;26/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;25/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;24/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;23/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;22/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;21/01/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;20/01/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;19/01/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;18/01/2010;
12172;EPITÁCIO PESSOA;;411,69;367,59;89,29;17/01/2010;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;16/01/2010;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;15/01/2010;
12172;EPITÁCIO PESSOA;;411,69;368,66;89,55;14/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,01;89,63;13/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;12/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;11/01/2010;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;10/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,07;89,89;09/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,42;89,98;08/01/2010;
12172;EPITÁCIO PESSOA;;411,69;370,78;90,06;07/01/2010;
12172;EPITÁCIO PESSOA;;411,69;371,13;90,15;06/01/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;05/01/2010;
12172;EPITÁCIO PESSOA;;411,69;371,13;90,15;04/01/2010;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;03/01/2010;
12172;EPITÁCIO PESSOA;;411,69;371,84;90,32;02/01/2010;
12172;EPITÁCIO PESSOA;;411,69;372,19;90,41;01/01/2010;
12172;EPITÁCIO PESSOA;376,85;411,69;372,54;90,49;31/12/2009;
12172;EPITÁCIO PESSOA;;411,69;372,90;90,58;30/12/2009;
12172;EPITÁCIO PESSOA;;411,69;372,19;90,41;29/12/2009;
12172;EPITÁCIO PESSOA;;411,69;372,54;90,49;28/12/2009;
12172;EPITÁCIO PESSOA;;411,69;372,90;90,58;27/12/2009;
12172;EPITÁCIO PESSOA;;411,69;373,25;90,66;26/12/2009;
12172;EPITÁCIO PESSOA;;411,69;373,60;90,75;25/12/2009;
12172;EPITÁCIO PESSOA;;411,69;373,96;90,83;24/12/2009;
12172;EPITÁCIO PESSOA;;411,69;374,31;90,92;23/12/2009;
12172;EPITÁCIO PESSOA;;411,69;374,67;91,01;22/12/2009;
12172;EPITÁCIO PESSOA;;411,69;375,02;91,09;21/12/2009;
12172;EPITÁCIO PESSOA;;411,69;375,37;91,18;20/12/2009;
12172;EPITÁCIO PESSOA;;411,69;375,73;91,26;19/12/2009;
12172;EPITÁCIO PESSOA;;411,69;376,08;91,35;18/12/2009;
12172;EPITÁCIO PESSOA;;411,69;376,43;91,44;17/12/2009;
12172;EPITÁCIO PESSOA;;411,69;376,79;91,52;16/12/2009;
12172;EPITÁCIO PESSOA;;411,69;377,14;91,61;15/12/2009;
12172;EPITÁCIO PESSOA;;411,69;377,49;91,69;14/12/2009;
12172;EPITÁCIO PESSOA;;411,69;377,85;91,78;13/12/2009;
12172;EPITÁCIO PESSOA;;411,69;378,21;91,87;12/12/2009;
12172;EPITÁCIO PESSOA;;411,69;378,58;91,96;11/12/2009;
12172;EPITÁCIO PESSOA;;411,69;378,95;92,05;10/12/2009;
12172;EPITÁCIO PESSOA;;411,69;379,31;92,14;09/12/2009;
12172;EPITÁCIO PESSOA;;411,69;379,68;92,22;08/12/2009;
12172;EPITÁCIO PESSOA;;411,69;380,04;92,31;07/12/2009;
12172;EPITÁCIO PESSOA;;411,69;380,41;92,40;06/12/2009;
12172;EPITÁCIO PESSOA;;411,69;380,78;92,49;05/12/2009;
12172;EPITÁCIO PESSOA;;411,69;381,14;92,58;04/12/2009;
12172;EPITÁCIO PESSOA;;411,69;381,51;92,67;03/12/2009;
12172;EPITÁCIO PESSOA;;411,69;382,24;92,85;02/12/2009;
12172;EPITÁCIO PESSOA;;411,69;382,61;92,94;01/12/2009;
12172;EPITÁCIO PESSOA;377,14;411,69;382,97;93,02;30/11/2009;
12172;EPITÁCIO PESSOA;;411,69;383,34;93,11;29/11/2009;
12172;EPITÁCIO PESSOA;;411,69;383,71;93,20;28/11/2009;
12172;EPITÁCIO PESSOA;;411,69;384,07;93,29;27/11/2009;
12172;EPITÁCIO PESSOA;;411,69;384,44;93,38;26/11/2009;
12172;EPITÁCIO PESSOA;;411,69;384,81;93,47;25/11/2009;
12172;EPITÁCIO PESSOA;;411,69;385,17;93,56;24/11/2009;
12172;EPITÁCIO PESSOA;;411,69;385,54;93,65;23/11/2009;
12172;EPITÁCIO PESSOA;;411,69;385,90;93,74;22/11/2009;
12172;EPITÁCIO PESSOA;;411,69;386,27;93,83;21/11/2009;
12172;EPITÁCIO PESSOA;;411,69;386,64;93,91;20/11/2009;
12172;EPITÁCIO PESSOA;;411,69;387,00;94,00;19/11/2009;
12172;EPITÁCIO PESSOA;;411,69;387,37;94,09;18/11/2009;
12172;EPITÁCIO PESSOA;;411,69;388,10;94,27;17/11/2009;
12172;EPITÁCIO PESSOA;;411,69;388,47;94,36;16/11/2009;
12172;EPITÁCIO PESSOA;;411,69;388,47;94,36;15/11/2009;
12172;EPITÁCIO PESSOA;;411,69;388,83;94,45;14/11/2009;
12172;EPITÁCIO PESSOA;;411,69;389,20;94,54;13/11/2009;
12172;EPITÁCIO PESSOA;;411,69;389,57;94,63;12/11/2009;
12172;EPITÁCIO PESSOA;;411,69;389,93;94,72;11/11/2009;
12172;EPITÁCIO PESSOA;;411,69;390,30;94,80;10/11/2009;
12172;EPITÁCIO PESSOA;;411,69;391,03;94,98;09/11/2009;
12172;EPITÁCIO PESSOA;;411,69;391,40;95,07;08/11/2009;
12172;EPITÁCIO PESSOA;;411,69;391,76;95,16;07/11/2009;
12172;EPITÁCIO PESSOA;;411,69;392,13;95,25;06/11/2009;
12172;EPITÁCIO PESSOA;;411,69;392,50;95,34;05/11/2009;
12172;EPITÁCIO PESSOA;;411,69;392,86;95,43;04/11/2009;
12172;EPITÁCIO PESSOA;;411,69;393,23;95,52;03/11/2009;
12172;EPITÁCIO PESSOA;;411,69;393,60;95,60;02/11/2009;
12172;EPITÁCIO PESSOA;;411,69;393,96;95,69;01/11/2009;
12172;EPITÁCIO PESSOA;377,45;411,69;394,33;95,78;31/10/2009;
12172;EPITÁCIO PESSOA;;411,69;394,69;95,87;30/10/2009;
12172;EPITÁCIO PESSOA;;411,69;395,43;96,05;29/10/2009;
12172;EPITÁCIO PESSOA;;411,69;395,79;96,14;28/10/2009;
12172;EPITÁCIO PESSOA;;411,69;396,16;96,23;27/10/2009;
12172;EPITÁCIO PESSOA;;411,69;396,53;96,32;26/10/2009;
12172;EPITÁCIO PESSOA;;411,69;396,89;96,41;25/10/2009;
12172;EPITÁCIO PESSOA;;411,69;397,26;96,49;24/10/2009;
12172;EPITÁCIO PESSOA;;411,69;397,62;96,58;23/10/2009;
12172;EPITÁCIO PESSOA;;411,69;398,38;96,77;22/10/2009;
12172;EPITÁCIO PESSOA;;411,69;398,77;96,86;21/10/2009;
12172;EPITÁCIO PESSOA;;411,69;399,17;96,96;20/10/2009;
12172;EPITÁCIO PESSOA;;411,69;399,56;97,05;19/10/2009;
12172;EPITÁCIO PESSOA;;411,69;399,95;97,15;18/10/2009;
12172;EPITÁCIO PESSOA;;411,69;400,34;97,24;17/10/2009;
12172;EPITÁCIO PESSOA;;411,69;400,73;97,34;16/10/2009;
12172;EPITÁCIO PESSOA;;411,69;401,12;97,43;15/10/2009;
12172;EPITÁCIO PESSOA;;411,69;401,51;97,53;14/10/2009;
12172;EPITÁCIO PESSOA;;411,69;401,90;97,62;13/10/2009;
12172;EPITÁCIO PESSOA;;411,69;402,30;97,72;12/10/2009;
12172;EPITÁCIO PESSOA;;411,69;402,69;97,81;11/10/2009;
12172;EPITÁCIO PESSOA;;411,69;403,08;97,91;10/10/2009;
12172;EPITÁCIO PESSOA;;411,69;403,47;98,00;09/10/2009;
12172;EPITÁCIO PESSOA;;411,69;404,25;98,19;08/10/2009;
